Full Ref,Ref,%White,%Hispanic,%AfrAm,%Asian,%Chinese Han,Cohort,Cohort1,Cohort2,Cohort3,Design1,Design2,Individuals,Mean_age,Age_range,Age_group,Cohort_country1,Cohort_country2,Broad Trait/Disorder,Trait/Disorder,Categorical/Continuous,Binary/Continuous,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Rater1,Rater2,Covariate1,Covariate2,Covariate3,Covariate4,Design,Specific_phenotype,Specific_phenotype_category,Continuous_phenotype_category,Binary/Continuous,Group,Sex,h2,h2_SE,c2,c2_SE,e2,e2_SE,Model,,
"Lewis, G., & Plomin, R. (2015). Heritable influences on behavioural problems from early childhood to mid-adolescence: evidence for genetic stability and innovation. Psychological Medicine, 45(10), 2171-2179. ",Lewis & Plomin (2015),No data,,,,,TEDS,TEDS,,,Twin study,Classical,14752,,12y,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,SDQ,,,,,,,,Parent,,Sex,,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.64,0.01,,,0.36,0.02,BEST,,
"Lewis, G., & Plomin, R. (2015). Heritable influences on behavioural problems from early childhood to mid-adolescence: evidence for genetic stability and innovation. Psychological Medicine, 45(10), 2171-2179. ",Lewis & Plomin (2015),No data,,,,,TEDS,TEDS,,,Twin study,Classical,14752,,16y,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,SDQ,,,,,,,,Parent,,Sex,,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.69,0.01,,,0.69,0.01,BEST,,
"Lewis, G. J., Haworth, C. M., & Plomin, R. (2014). Identical genetic influences underpin behavior problems in adolescence and basic traits of personality. Journal of child Psychology and Psychiatry, 55(8), 865-875. ","Lewis, Haworth & Plomin (2014)",No data,,,,,TEDS,TEDS,,,Twin study,Classical,14752,,16y,Adolescence,UK,England and Wales,ADHD,ADHD,Continuous,Continuous,SDQ,,,,,,,,Self,,Not used,,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.45,0.07,,,0.55,0.02,BEST,,
"Lichtenstein, P., Carlström, E., Råstam, M., Gillberg, C., & Anckarsäter, H. (2010). The genetics of autism spectrum Disorders and related neuropsychiatric Disorders in childhood. American Journal of Psychiatry, 167(11), 1357-1363. ","Lichtenstein, Carlstrom, Rastam, Gillberg & Anckarsater (2010)",No data,,,,,Swedish Twin Register,Swedish Twin Register,,,Twin study,Categorical threshold,6858,,9y,Middle Childhood,Sweden,,ASD,ASD,Categorical,Binary,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,ASD,Binary,,Combined,0.8,0.16,0.01,0.1,0.2,0.07,FULL,,
"Lichtenstein, P., Carlström, E., Råstam, M., Gillberg, C., & Anckarsäter, H. (2010). The genetics of autism spectrum Disorders and related neuropsychiatric Disorders in childhood. American Journal of Psychiatry, 167(11), 1357-1363. ","Lichtenstein, Carlstrom, Rastam, Gillberg & Anckarsater (2010)",No data,,,,,Swedish Twin Register,Swedish Twin Register,,,Twin study,Categorical threshold,6858,,9y,Middle Childhood,Sweden,,ADHD,ADHD,Categorical,Binary,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ADHD,ADHD,ADHD,Binary,,Combined,0.79,0.07,0.01,0.03,0.21,0.06,FULL,,
"Lichtenstein, P., Carlström, E., Råstam, M., Gillberg, C., & Anckarsäter, H. (2010). The genetics of autism spectrum Disorders and related neuropsychiatric Disorders in childhood. American Journal of Psychiatry, 167(11), 1357-1363. ","Lichtenstein, Carlstrom, Rastam, Gillberg & Anckarsater (2010)",No data,,,,,Swedish Twin Register,Swedish Twin Register,,,Twin study,Categorical threshold,6858,,9y,Middle Childhood,Sweden,,Motor Disorder,TIC,Categorical,Binary,A-TAC,,,,,,,,Parent,,Not used,,,,Family,TIC,TIC,TIC,Binary,,Combined,0.56,0.08,0.01,0.03,0.44,0.06,FULL,,
"Lichtenstein, P., Carlström, E., Råstam, M., Gillberg, C., & Anckarsäter, H. (2010). The genetics of autism spectrum Disorders and related neuropsychiatric Disorders in childhood. American Journal of Psychiatry, 167(11), 1357-1363. ","Lichtenstein, Carlstrom, Rastam, Gillberg & Anckarsater (2010)",No data,,,,,Swedish Twin Register,Swedish Twin Register,,,Twin study,Categorical threshold,6858,,9y,Middle Childhood,Sweden,,Motor Disorder,Motor Disorder,Categorical,Binary,A-TAC,,,,,,,,Parent,,Not used,,,,Family,DCD,DCD,Motor Disorder,Binary,,Combined,0.7,0.12,0.01,0.06,0.3,0.08,FULL,,
"Lifford, K. J., Harold, G. T., & Thapar, A. (2009). Parent–child hostility and child ADHD symptoms: A genetically sensitive and longitudinal analysis. Journal of child Psychology and Psychiatry, 50(12), 1468-1476. ","Lifford, Harold & Thapar (2009)",No data,,,,,"CASTANET, SWFS",CASTANET,SWFS,,Twin study,Classical,1772,13.49,11-17y,Adolescence,UK,Wales,ADHD,ADHD,Continuous,Continuous,DuPaul ADHD Rating Scale IV,CBCL,,,,,,,Parent,,Age,Sex,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Combined,0.63,0.02,,,0.37,0.03,BEST,,
"Lifford, K. J., Harold, G. T., & Thapar, A. (2009). Parent–child hostility and child ADHD symptoms: A genetically sensitive and longitudinal analysis. Journal of child Psychology and Psychiatry, 50(12), 1468-1476. ","Lifford, Harold & Thapar (2009)",No data,,,,,"CASTANET, SWFS",CASTANET,SWFS,,Twin study,Classical,1772,14.49,11-17y,Adolescence,UK,Wales,ADHD,ADHD,Continuous,Continuous,DuPaul ADHD Rating Scale IV,CBCL,,,,,,,Parent,,Age,Sex,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Males,0.58,0.05,,,0.42,0.05,BEST,,
"Lifford, K. J., Harold, G. T., & Thapar, A. (2009). Parent–child hostility and child ADHD symptoms: A genetically sensitive and longitudinal analysis. Journal of child Psychology and Psychiatry, 50(12), 1468-1476. ","Lifford, Harold & Thapar (2009)",No data,,,,,"CASTANET, SWFS",CASTANET,SWFS,,Twin study,Classical,1772,15.49,11-17y,Adolescence,UK,Wales,ADHD,ADHD,Continuous,Continuous,DuPaul ADHD Rating Scale IV,CBCL,,,,,,,Parent,,Age,Sex,,,Family,ADHD,ADHD,ADHD Traits,Continuous,,Females,0.67,0.04,,,0.33,0.04,BEST,,
"Little, C. W., Hart, S. A., Schatschneider, C., & Taylor, J. (2016). Examining associations among ADHD, homework behavior, and reading comprehension: A twin study. Journal of learning disabilities, 49(4), 410-423. ","Little, Hart, Schatschneider & Taylor (2016)",54,22,16,2,,FTPRBE,"Florida Twin Project on Reading, Behavior, and Environment (FTPRBE)",,,Twin study,Classical,1382,11.72,11y,Adolescence,USA,Florida,ADHD,ADHD,Continuous,Continuous,SWAN,,,,,,,,Parent,,Age,Sex,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.63,0.1,0.21,0.1,0.16,0.02,FULL,,
"Little, C. W., Hart, S. A., Schatschneider, C., & Taylor, J. (2016). Examining associations among ADHD, homework behavior, and reading comprehension: A twin study. Journal of learning disabilities, 49(4), 410-423. ","Little, Hart, Schatschneider & Taylor (2016)",54,22,16,2,,FTPRBE,"Florida Twin Project on Reading, Behavior, and Environment (FTPRBE)",,,Twin study,Classical,1382,11.72,11y,Adolescence,USA,Florida,ADHD,ADHD,Continuous,Continuous,SWAN,,,,,,,,Parent,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.49,0.07,0.43,0.09,0.08,0.01,FULL,,
"Little, C. W., Hart, S. A., Schatschneider, C., & Taylor, J. (2016). Examining associations among ADHD, homework behavior, and reading comprehension: A twin study. Journal of learning disabilities, 49(4), 410-423. ","Little, Hart, Schatschneider & Taylor (2016)",54,22,16,2,,FTPRBE,"Florida Twin Project on Reading, Behavior, and Environment (FTPRBE)",,,Twin study,Classical,1382,11.72,11y,Adolescence,USA,Florida,ADHD,ADHD,Continuous,Continuous,DBD,,,,,,,,Parent,,Age,Sex,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.83,0.09,0.02,0.06,0.18,0.02,FULL,,
"Little, C. W., Hart, S. A., Schatschneider, C., & Taylor, J. (2016). Examining associations among ADHD, homework behavior, and reading comprehension: A twin study. Journal of learning disabilities, 49(4), 410-423. ","Little, Hart, Schatschneider & Taylor (2016)",54,22,16,2,,FTPRBE,"Florida Twin Project on Reading, Behavior, and Environment (FTPRBE)",,,Twin study,Classical,1382,11.72,11y,Adolescence,USA,Florida,ADHD,ADHD,Continuous,Continuous,DBD,,,,,,,,Parent,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.81,0.1,0.11,0.33,0.14,0.27,FULL,,
"Little, C. W., Hart, S. A., Schatschneider, C., & Taylor, J. (2016). Examining associations among ADHD, homework behavior, and reading comprehension: A twin study. Journal of learning disabilities, 49(4), 410-423. ","Little, Hart, Schatschneider & Taylor (2016)",54,22,16,2,,FTPRBE,"Florida Twin Project on Reading, Behavior, and Environment (FTPRBE)",,,Twin study,Classical,1382,11.72,11y,Adolescence,USA,Florida,SLD,Dyslexia,Continuous,Continuous,FAIR,,,,,,,,Parent,,Age,Sex,,,Family,Reading,Reading Ability,Reading Ability,Continuous,,Combined,0.52,0.08,0.14,0.06,0.34,0.03,FULL,,
"Little, C. W., Hart, S. A., Schatschneider, C., & Taylor, J. (2016). Examining associations among ADHD, homework behavior, and reading comprehension: A twin study. Journal of learning disabilities, 49(4), 410-423. ","Little, Hart, Schatschneider & Taylor (2016)",54,22,16,2,,FTPRBE,"Florida Twin Project on Reading, Behavior, and Environment (FTPRBE)",,,Twin study,Classical,1382,11.72,11y,Adolescence,USA,Florida,SLD,Dyslexia,Continuous,Continuous,FCAT,,,,,,,,Parent,,Age,Sex,,,Family,Reading,Reading Ability,Reading Ability,Continuous,,Combined,0.55,0.06,0.2,0.05,0.25,0.02,FULL,,
"LoParo, D., & Waldman, I. (2014). Twins’ rearing environment similarity and childhood externalizing Disorders: A test of the equal environments assumption. Behavior Genetics, 44(6), 606-613. ",LoParo & Waldman (2014),82,,11,,,Twin study in Georgia,Twin study in Georgia,,,Twin study,Classical,1770,10.6,,Middle Childhood,USA,Georgia,ADHD,ADHD,Continuous,Continuous,ECRS,,,,,,,,Parent,,Age,Sex,,,Family,Inattention,Inattention,ADHD Traits,Continuous,,Combined,0.57,0.02,,,0.43,0.02,TC,,
"LoParo, D., & Waldman, I. (2014). Twins’ rearing environment similarity and childhood externalizing Disorders: A test of the equal environments assumption. Behavior Genetics, 44(6), 606-613. ",LoParo & Waldman (2014),82,,11,,,Twin study in Georgia,Twin study in Georgia,,,Twin study,Classical,1770,10.6,,Middle Childhood,USA,Georgia,ADHD,ADHD,Continuous,Continuous,ECRS,,,,,,,,Parent,,Age,Sex,,,Family,Hyperactivity,Hyperactivity/Impulsivity,ADHD Traits,Continuous,,Combined,0.73,0.02,,,0.27,0.03,TC,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,Classical,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,,Combined,0.71,0.01,,,0.29,0.01,BEST,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,Classical,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,,Males,0.75,0.01,,,0.25,0.01,BEST,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,Classical,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,High cutoff,Combined,0.59,0.21,0.23,0.16,0.18,0.07,FULL,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,Classical,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,High cutoff,Males,0.77,0.19,0.08,0.15,0.14,0.07,FULL,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,Classical,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,Low cutoff,Combined,0.88,0.06,0.01,0.04,0.12,0.03,FULL,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,Classical,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,Low cutoff,Males,0.86,0.06,0.01,0.04,0.14,0.04,FULL,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,Classical,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,10%,Combined,0.76,0.07,0.03,0.05,0.24,0.03,FULL,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,Classical,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,10%,Males,0.82,0.01,0.01,0.05,0.18,0.03,FULL,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,Classical,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,15%,Combined,0.66,0.08,0.11,0.06,0.24,0.02,FULL,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,Classical,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,15%,Males,0.74,0.08,0.01,0.05,0.26,0.03,FULL,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,DFextremes,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,High cutoff,Combined,0.59,0.08,,,0.41,0.08,DFBEST,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,DFextremes,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,High cutoff,Males,0.66,0.09,,,0.34,0.09,DFBEST,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,DFextremes,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,Low cutoff,Combined,0.66,0.05,,,0.34,0.05,DFBEST,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,DFextremes,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,Low cutoff,Males,0.71,0.06,,,0.29,0.06,DFBEST,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,DFextremes,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,10%,Combined,0.67,0.04,,,0.33,0.04,DFBEST,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,DFextremes,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,10%,Males,0.71,0.05,,,0.29,0.05,DFBEST,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,DFextremes,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,15%,Combined,0.66,0.04,,,0.34,0.04,DFBEST,,
"Lundström, S., Chang, Z., Råstam, M., Gillberg, C., Larsson, H., Anckarsäter, H., & Lichtenstein, P. (2012). Autism spectrum Disorders and autisticlike traits: similar etiology in the extreme end and the normal variation. Archives of general psychiatry, 69(1), 46-52. ",Lundstrom et al. (2012),No data,,,,,CATSS,CATSS,,,Twin study,DFextremes,11535,,9-12y,Middle Childhood & Adolescence,Sweden,,ASD,ASD,Continuous,Continuous,A-TAC,,,,,,,,Parent,,Not used,,,,Family,ASD,ASD,Autistic Traits,Continuous,15%,Males,0.34,0.04,,,0.29,0.05,DFBEST,,
